  0.550000E+03  0.500000E+03 -0.390000E+03  0.117379E-03  0.476485E-04  0.500000E+00  0.310000E+00  0.144444E+01  0.133589E+04  0.677200E+05 -0.511649E+10  0.115385E+03  0.318313E-03  0.176605E+04  0.384903E-02  0.128159E+04  0.993302E+00  0.176697E+04  0.212125E+03  0.998192E+00  0.158334E-02  0.551571E-06  0.408951E+03  0.336973E-03  0.745567E-02  0.276847E-05  0.131894E+04  0.253329E-04  0.999065E+00  0.841435E-03  0.408889E+03  0.118663E+04  0.114747E+04  0.761774E+03  0.580350E+03  0.638857E+03  0.216678E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.911572E-04  0.384629E-04  0.500000E+00  0.310000E+00  0.146667E+01  0.130698E+04  0.122163E+05 -0.469033E+10  0.115071E+03  0.339406E-03  0.172433E+04  0.435757E-02  0.126047E+04  0.992788E+00  0.172533E+04  0.211790E+03  0.998099E+00  0.166588E-02  0.653744E-06  0.408121E+03  0.357110E-03  0.790134E-02  0.331876E-05  0.129082E+04  0.283997E-04  0.999019E+00  0.876212E-03  0.408055E+03  0.118606E+04  0.114707E+04  0.762693E+03  0.580054E+03  0.638809E+03  0.205810E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.764687E-04  0.331253E-04  0.500000E+00  0.310000E+00  0.148889E+01  0.128147E+04 -0.353125E+05 -0.433617E+10  0.114768E+03  0.361013E-03  0.168734E+04  0.488701E-02  0.124247E+04  0.992251E+00  0.168841E+04  0.211513E+03  0.998011E+00  0.174375E-02  0.764123E-06  0.407417E+03  0.376021E-03  0.832669E-02  0.392075E-05  0.126607E+04  0.315732E-04  0.998975E+00  0.908400E-03  0.407348E+03  0.118562E+04  0.114676E+04  0.763972E+03  0.579866E+03  0.638746E+03  0.196517E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.693491E-04  0.307420E-04  0.500000E+00  0.310000E+00  0.151111E+01  0.125846E+04 -0.765796E+05 -0.403426E+10  0.114471E+03  0.383321E-03  0.165386E+04  0.543885E-02  0.122662E+04  0.991690E+00  0.165503E+04  0.211275E+03  0.997927E+00  0.181840E-02  0.883361E-06  0.406802E+03  0.394075E-03  0.873877E-02  0.457902E-05  0.124379E+04  0.348601E-04  0.998933E+00  0.938708E-03  0.406730E+03  0.118527E+04  0.114651E+04  0.765411E+03  0.579739E+03  0.638677E+03  0.188414E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.132251E-03  0.599678E-04  0.522222E+00  0.310000E+00  0.144444E+01  0.134266E+04  0.229456E+06 -0.499781E+10  0.115589E+03  0.480114E-03  0.177203E+04  0.832351E-02  0.121889E+04  0.994670E+00  0.177352E+04  0.212420E+03  0.998214E+00  0.156437E-02  0.649759E-06  0.409587E+03  0.331360E-03  0.735827E-02  0.330963E-05  0.132601E+04  0.250828E-04  0.998954E+00  0.952536E-03  0.409526E+03  0.118712E+04  0.114779E+04  0.765332E+03  0.580867E+03  0.638779E+03  0.224658E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.101761E-03  0.490630E-04  0.522222E+00  0.310000E+00  0.146667E+01  0.131166E+04  0.159807E+06 -0.453792E+10  0.115230E+03  0.511726E-03  0.172743E+04  0.943193E-02  0.119686E+04  0.994289E+00  0.172906E+04  0.212030E+03  0.998115E+00  0.165175E-02  0.775396E-06  0.408640E+03  0.352801E-03  0.782898E-02  0.399910E-05  0.129582E+04  0.281930E-04  0.998901E+00  0.994855E-03  0.408575E+03  0.118642E+04  0.114729E+04  0.765482E+03  0.580390E+03  0.638782E+03  0.213004E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.881952E-04  0.437046E-04  0.522222E+00  0.310000E+00  0.148889E+01  0.128509E+04  0.101452E+06 -0.416845E+10  0.114879E+03  0.543365E-03  0.168891E+04  0.105676E-01  0.117895E+04  0.993897E+00  0.169068E+04  0.211718E+03  0.998025E+00  0.173206E-02  0.909555E-06  0.407863E+03  0.372381E-03  0.826681E-02  0.474493E-05  0.127003E+04  0.313849E-04  0.998851E+00  0.103295E-02  0.407796E+03  0.118591E+04  0.114693E+04  0.766325E+03  0.580105E+03  0.638742E+03  0.203275E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.721948E-04  0.363054E-04  0.522222E+00  0.310000E+00  0.151111E+01  0.126149E+04  0.515363E+05 -0.386010E+10  0.114533E+03  0.575634E-03  0.165454E+04  0.117403E-01  0.116360E+04  0.993494E+00  0.165645E+04  0.211458E+03  0.997939E+00  0.180798E-02  0.105366E-05  0.407199E+03  0.390793E-03  0.868531E-02  0.555624E-05  0.124716E+04  0.346774E-04  0.998804E+00  0.106829E-02  0.407129E+03  0.118551E+04  0.114664E+04  0.767485E+03  0.579920E+03  0.638685E+03  0.194910E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.122719E-03  0.666160E-04  0.544444E+00  0.310000E+00  0.146667E+01  0.131904E+04  0.316716E+06 -0.451658E+10  0.114908E+03  0.745234E-03  0.173349E+04  0.275909E-01  0.114066E+04  0.995261E+00  0.173665E+04  0.212352E+03  0.998141E+00  0.162982E-02  0.904793E-06  0.409329E+03  0.346305E-03  0.771520E-02  0.473746E-05  0.130350E+04  0.278863E-04  0.998779E+00  0.111767E-02  0.409266E+03  0.118692E+04  0.114762E+04  0.769318E+03  0.580999E+03  0.638676E+03  0.222988E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.966451E-04  0.549010E-04  0.544444E+00  0.310000E+00  0.148889E+01  0.129027E+04  0.242227E+06 -0.410082E+10  0.114505E+03  0.791748E-03  0.169178E+04  0.307686E-01  0.112168E+04  0.994951E+00  0.169521E+04  0.211984E+03  0.998044E+00  0.171557E-02  0.106913E-05  0.408430E+03  0.367361E-03  0.818142E-02  0.566908E-05  0.127553E+04  0.311303E-04  0.998721E+00  0.116416E-02  0.408365E+03  0.118628E+04  0.114716E+04  0.769368E+03  0.580511E+03  0.638697E+03  0.212473E+03
