  0.550000E+03  0.500000E+03 -0.390000E+03  0.673796E-04  0.691681E-04  0.640000E+00  0.310000E+00  0.250000E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.887884E+02  0.781308E+00  0.129084E+03  0.129321E+00  0.162909E+03  0.979336E+00  0.285339E+03  0.707985E+02  0.676795E-01  0.721082E+00  0.170807E+00  0.162901E+03  0.152304E-02  0.876790E+00  0.119406E+00  0.176259E+03  0.816451E-01  0.226882E+00  0.685764E+00  0.106357E+03  0.118087E+04  0.113733E+04  0.602782E+03  0.508367E+03  0.667497E+03  0.153220E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.487515E-03  0.489568E-03  0.636530E+00  0.310000E+00  0.250940E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.897213E+02  0.777202E+00  0.128877E+03  0.134075E+00  0.161818E+03  0.980224E+00  0.286320E+03  0.709157E+02  0.677447E-01  0.721270E+00  0.170562E+00  0.162445E+03  0.154430E-02  0.878181E+00  0.117964E+00  0.176351E+03  0.816442E-01  0.225339E+00  0.687346E+00  0.106392E+03  0.118089E+04  0.113733E+04  0.605283E+03  0.508637E+03  0.667375E+03  0.150006E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.550695E-03  0.565128E-03  0.637643E+00  0.310000E+00  0.247179E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.907191E+02  0.794663E+00  0.128255E+03  0.116261E+00  0.163550E+03  0.978836E+00  0.285006E+03  0.711859E+02  0.682697E-01  0.723016E+00  0.168062E+00  0.162656E+03  0.150111E-02  0.877496E+00  0.118755E+00  0.176050E+03  0.797898E-01  0.224787E+00  0.689780E+00  0.106255E+03  0.118089E+04  0.113734E+04  0.600769E+03  0.508101E+03  0.667627E+03  0.145419E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.243920E-03  0.212001E-03  0.622532E+00  0.310000E+00  0.248155E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.957830E+02  0.790890E+00  0.126739E+03  0.122656E+00  0.160039E+03  0.981722E+00  0.288303E+03  0.719757E+02  0.690641E-01  0.725712E+00  0.164398E+00  0.160748E+03  0.156099E-02  0.883334E+00  0.112776E+00  0.176297E+03  0.782111E-01  0.216837E+00  0.699520E+00  0.106298E+03  0.118094E+04  0.113736E+04  0.607995E+03  0.508853E+03  0.667296E+03  0.131262E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.499953E-03  0.516535E-03  0.639885E+00  0.310000E+00  0.252187E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.879864E+02  0.771831E+00  0.129511E+03  0.138933E+00  0.162028E+03  0.980036E+00  0.286001E+03  0.706111E+02  0.673467E-01  0.719980E+00  0.172382E+00  0.162845E+03  0.154612E-02  0.876984E+00  0.119154E+00  0.176429E+03  0.827967E-01  0.227466E+00  0.684006E+00  0.106435E+03  0.118087E+04  0.113733E+04  0.605122E+03  0.508649E+03  0.667363E+03  0.156855E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.544086E-03  0.560000E-03  0.638789E+00  0.310000E+00  0.250582E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.890183E+02  0.778788E+00  0.129061E+03  0.132079E+00  0.162427E+03  0.979729E+00  0.285757E+03  0.708164E+02  0.676622E-01  0.721013E+00  0.170913E+00  0.162737E+03  0.153310E-02  0.877293E+00  0.118878E+00  0.176310E+03  0.817812E-01  0.226422E+00  0.686098E+00  0.106378E+03  0.118088E+04  0.113733E+04  0.603933E+03  0.508494E+03  0.667439E+03  0.152487E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.555966E-03  0.581065E-03  0.640540E+00  0.310000E+00  0.251021E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.881926E+02  0.776815E+00  0.129350E+03  0.133771E+00  0.162619E+03  0.979564E+00  0.285526E+03  0.706764E+02  0.674873E-01  0.720452E+00  0.171704E+00  0.162949E+03  0.153188E-02  0.876654E+00  0.119519E+00  0.176336E+03  0.822711E-01  0.227466E+00  0.684535E+00  0.106393E+03  0.118087E+04  0.113733E+04  0.603622E+03  0.508474E+03  0.667446E+03  0.155783E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.255577E-03  0.235427E-03  0.631277E+00  0.310000E+00  0.253825E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.905458E+02  0.763515E+00  0.128892E+03  0.148822E+00  0.159627E+03  0.981910E+00  0.288199E+03  0.709761E+02  0.676254E-01  0.720885E+00  0.171171E+00  0.161735E+03  0.159205E-02  0.880380E+00  0.115648E+00  0.176613E+03  0.823976E-01  0.223375E+00  0.688600E+00  0.106497E+03  0.118090E+04  0.113734E+04  0.610356E+03  0.509214E+03  0.667110E+03  0.148015E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.472116E-03  0.472736E-03  0.636448E+00  0.310000E+00  0.251515E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.895316E+02  0.774614E+00  0.128985E+03  0.136707E+00  0.161577E+03  0.980411E+00  0.286503E+03  0.708701E+02  0.676604E-01  0.720992E+00  0.170961E+00  0.162424E+03  0.155058E-02  0.878252E+00  0.117877E+00  0.176396E+03  0.819374E-01  0.225465E+00  0.686921E+00  0.106413E+03  0.118088E+04  0.113733E+04  0.605913E+03  0.508713E+03  0.667339E+03  0.150841E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.376035E-03  0.354003E-03  0.629851E+00  0.310000E+00  0.249849E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.925700E+02  0.782171E+00  0.127902E+03  0.130200E+00  0.160869E+03  0.981015E+00  0.287344E+03  0.714006E+02  0.683303E-01  0.723208E+00  0.167864E+00  0.161628E+03  0.155494E-02  0.880657E+00  0.115465E+00  0.176327E+03  0.801133E-01  0.221421E+00  0.692903E+00  0.106356E+03  0.118091E+04  0.113735E+04  0.606912E+03  0.508777E+03  0.667319E+03  0.140419E+03
